Application Number,Facility Name,County,Facility Type,Keph Level,latitude,longitude,geocoded_address,geocoding_status,matched_county
CN-72129,001369MARIGAT CATHOLIC MISSION HEALTH CENTRE,BARINGO,FAITH BASED ORGANIZATION (FBO),LEVEL 4,0.671904478344,35.940931127722,Baringo,Success,
CN-72232,006772NADAPAL DISPENSARY,TURKANA,FAITH BASED ORGANIZATION (FBO),LEVEL 2,3.186636109974,35.449603095023,Turkana,Success,
CN-72918,002339GIRIAMA MISSION DISPENSARY,KILIFI,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-3.176503150822,39.68804728776,Kilifi,Success,
CN-72956,020186AGC LIONS NGOSWANI HOSPITAL,NAROK,FAITH BASED ORGANIZATION (FBO),LEVEL 3A,-1.257270424837,35.575800972424,Narok,Success,
CN-73220,001402ST. FRANCIS COMMUNITY HOSPITAL,NAIROBI,FAITH BASED ORGANIZATION (FBO),LEVEL 5,-1.2857857,36.8200253,Nairobi,Success,
CN-73643,003571ST THERESA FSJ ASUMBI RODI HEALTH CENTRE,HOMA BAY,FAITH BASED ORGANIZATION (FBO),LEVEL 3B,-0.545235884388,34.356395993113,Homa Bay,Success,
CN-73744,003262TRINITY MISSION HOSPITAL LESERU,UASIN GISHU,FAITH BASED ORGANIZATION (FBO),LEVEL 4,0.5865785,35.1819013,"Leseru, Uasin Gishu",Success,
CN-73897,003430EMMANUEL MISSION HEALTH CENTRE,BUNGOMA,FAITH BASED ORGANIZATION (FBO),LEVEL 3A,0.748950071987,34.640152743934,Bungoma,Success,
CN-73921,001253KAKUMA MISSION HOSPITAL,TURKANA,FAITH BASED ORGANIZATION (FBO),LEVEL 4,3.186636109974,35.449603095023,Turkana,Success,
CN-74123,002811ST PIUS MUSOLI HEALTH CENTRE,KAKAMEGA,FAITH BASED ORGANIZATION (FBO),LEVEL 3A,0.28422,34.75229,Kakamega,Success,
CN-74825,001675KIMENDE ORTHODOX MISSION HEALTH CENTRE,KIAMBU,FAITH BASED ORGANIZATION (FBO),LEVEL 3B,-1.1672396,36.8255013,Kiambu,Success,
CN-74993,000667ST. MONICAH RAPOGI MISSION HEALTH CENTRE,MIGORI,FAITH BASED ORGANIZATION (FBO),LEVEL 3A,-0.989136495207,34.364493855317,Migori,Success,
CN-75018,002381CATHOLIC HOSPITAL WAMBA,SAMBURU,FAITH BASED ORGANIZATION (FBO),LEVEL 4,0.9787842,37.3252941,"Wamba, Samburu",Success,
CN-75296,001450POPE BENEDICT XVI HOSPITAL,LAIKIPIA,FAITH BASED ORGANIZATION (FBO),LEVEL 4,0.321036458859,36.76507926291,Laikipia,Success,
CN-75329,019702P.A.G. (K) MISSION HOSPITAL GOIBEI,VIHIGA,FAITH BASED ORGANIZATION (FBO),LEVEL 3A,0.059446,34.8389144,"Goibei, Vihiga",Success,
CN-75412,003003MARALAL CATHOLIC DISPENSARY,SAMBURU,FAITH BASED ORGANIZATION (FBO),LEVEL 2,1.318064167382,37.118371297502,Samburu,Success,
CN-75505,001185AIC KIJABE HOSPITAL,KIAMBU,FAITH BASED ORGANIZATION (FBO),LEVEL 5,-0.949326474328,36.623243687327,Kijabe Hospital Link Road,Success,
CN-75841,000433SHIRIKISHO DISPENSARY OYUGIS,HOMA BAY,FAITH BASED ORGANIZATION (FBO),LEVEL 3B,-0.5093638,34.7354068,"Oyugis, Homa Bay",Success,
CN-75937,003697BALDO IPPOLITA CATHOLIC HEALTH CENTRE,NAIROBI,FAITH BASED ORGANIZATION (FBO),LEVEL 3A,-1.2857857,36.8200253,Nairobi,Success,
CN-76104,000824CONSOLATA COTTAGE HOSPITAL CHUKA,THARAKA-NITHI,FAITH BASED ORGANIZATION (FBO),LEVEL 4,-0.3324938,37.6510117,"Chuka, Tharaka-Nithi",Success,
CN-76149,000467NGARUA CATHOLIC DISPENSARY,LAIKIPIA,FAITH BASED ORGANIZATION (FBO),LEVEL 2,0.321036458859,36.76507926291,Laikipia,Success,
CN-76152,001829EASTERN DEANERY AIDS RELIEF PROGRAM - SHAURI MOYO CLINIC,NAIROBI,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-1.2857857,36.8200253,Nairobi,Success,
CN-76161,001482FR. ADRIANO BONFANTI CATHOLIC HEALTH CENTRE,KAJIADO,FAITH BASED ORGANIZATION (FBO),LEVEL 3B,-1.8419404,36.7892723,Kajiado,Success,
CN-76399,014721SHREE SWAMINARAYAN HOSPITAL,NAIROBI,FAITH BASED ORGANIZATION (FBO),LEVEL 4,-1.3292634,36.7981964,Swaminarayan Hospital,Success,
CN-76888,019158LITTLE SISTERS OF ST.JOSEPH OLESENTU MISSION HOSPITAL,NAROK,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-1.257270424837,35.575800972424,Narok,Success,
CN-76923,006755NARIOKOTOME DISPENSARY,TURKANA,FAITH BASED ORGANIZATION (FBO),LEVEL 2,3.186636109974,35.449603095023,Turkana,Success,
CN-77098,000427DOM COTTOLENGO HEALTH CENTRE - MUKOTHIMA,THARAKA-NITHI,FAITH BASED ORGANIZATION (FBO),LEVEL 3A,-0.206516213429,37.868692128983,Tharaka-Nithi,Success,
CN-77153,001653OUR LADY OF LOURDES MWEA HOSPITAL (SATELLITE CLINIC),EMBU,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-0.5379964,37.4543311,Embu,Success,
CN-77197,015321VERNA HEALTH CENTRE,MIGORI,FAITH BASED ORGANIZATION (FBO),LEVEL 3B,-1.1654376,34.6090837,Health Centre,Success,
CN-77222,001683FULL GOSPEL CHURCHES OF KENYA - MOLO MEDICAL CENTRE,NAKURU,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-0.2806559,36.0794189,Nakuru,Success,
CN-77485,000412HOLY FAMILY DISPENSARY OL LESSOS,NANDI,FAITH BASED ORGANIZATION (FBO),LEVEL 2,0.2,35.26667,"Lessos, Nandi",Success,
CN-77541,000201ST. MARYS MISSION HOSPITAL,NAIROBI,FAITH BASED ORGANIZATION (FBO),LEVEL 5,-1.323434,36.774403,Saint Marys Mission Hospital Nairobi,Success,
CN-77865,002422ST. ANNE\\'S NYANGOMA HEALTH CENTRE,SIAYA,FAITH BASED ORGANIZATION (FBO),LEVEL 3B,-0.06564696176,34.248353736491,Siaya,Success,
CN-77916,002771PCEA PIPELINE CARE CLINIC,NAIROBI,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-1.2857857,36.8200253,Nairobi,Success,
CN-78167,004016DANIEL COMBONI HEALTH CENTRE,MACHAKOS,FAITH BASED ORGANIZATION (FBO),LEVEL 3A,-1.279605613208,37.413530961083,Machakos,Success,
CN-78430,001095MUTITO CATHOLIC HEALTH CENTRE,KITUI,FAITH BASED ORGANIZATION (FBO),LEVEL 3A,-1.493161090519,38.407478986946,Kitui,Success,
CN-78597,000740KAGUMO CATHOLIC LIFE GIVING CENTRE,KIRINYAGA,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-0.525012949373,37.320744609382,Kirinyaga,Success,
CN-78654,002761MBUGONI HEALTH CENTER,MOMBASA,FAITH BASED ORGANIZATION (FBO),LEVEL 3B,-4.0219743,39.6858526,Health Centre,Success,
CN-78853,002061TAYYIBA MEDICAL CENTRE,KISUMU,FAITH BASED ORGANIZATION (FBO),LEVEL 4,-0.173053648767,34.839859182104,Kisumu,Success,
CN-79162,013967ST. LAZARUS BUYANGU MISSION HEALTH CENTRE,VIHIGA,FAITH BASED ORGANIZATION (FBO),LEVEL 3B,0.080244585317,34.730720378013,Vihiga,Success,
CN-79165,001516P.C.E.A NAKURU WEST HEALTH CENTRE,NAKURU,FAITH BASED ORGANIZATION (FBO),LEVEL 3B,-0.2806559,36.0794189,Nakuru,Success,
CN-79192,001292ITIBO ADVENTIST MISSION HOSPITAL,NYAMIRA,FAITH BASED ORGANIZATION (FBO),LEVEL 4,-0.640626239534,34.967387947932,Nyamira,Success,
CN-79437,001372HOLY FAMILY CENTRE -KIPSARAMAN,BARINGO,FAITH BASED ORGANIZATION (FBO),LEVEL 2,0.671904478344,35.940931127722,Baringo,Success,
CN-79912,001780ST. ELIZABETH HOSPITAL CHIGA,KISUMU,FAITH BASED ORGANIZATION (FBO),LEVEL 4,-0.1006907,34.8441915,"Chiga, Kibos, Kisumu",Success,
CN-80234,000207TEI WA YESU FAMILY CARE CENTRE,KITUI,FAITH BASED ORGANIZATION (FBO),LEVEL 3B,-1.493161090519,38.407478986946,Kitui,Success,
CN-80238,001073ASSUMPTION SISTERS OLMALAIKA AIRRITANI HEALTH CENTRE,KAJIADO,FAITH BASED ORGANIZATION (FBO),LEVEL 3B,-1.8419404,36.7892723,Kajiado,Success,
CN-80470,000043A.I.C GITHUMU MISSION HOSPITAL,MURANGA,FAITH BASED ORGANIZATION (FBO),LEVEL 4,-0.8246904,36.9094106,"Githumu, Murang'a",Success,
CN-81563,000369MARIA IMMACULATA HOSPITAL LAVINGTON,NAIROBI,FAITH BASED ORGANIZATION (FBO),LEVEL 4,-1.27651,36.77534,"Lavington, Nairobi",Success,
CN-81654,018239KITUNDU ADVENTIST HEALTH CENTER,MAKUENI,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-2.160192128139,37.789123486634,Makueni,Success,
CN-82132,001436P.C.E.A KIMUNYU HEALTH CLINIC,KIAMBU,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-1.053936,36.9417732,"Kimunyu, Kiambu",Success,
CN-82144,001539A.C.C & S GITURU HEALTH CENTRE,MURANGA,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-0.7180943,37.1589456,"Muranga, Murang'a",Success,
CN-82319,017104NG\\'IYA HEALTH CENTRE,SIAYA,FAITH BASED ORGANIZATION (FBO),LEVEL 3A,-0.0911799,34.2764414,Health Centre,Success,
CN-82374,021098AIC KAJIADO HEALTH CENTRE,KAJIADO,FAITH BASED ORGANIZATION (FBO),LEVEL 3A,-2.080021,36.8223205,Health Centre,Success,
CN-82427,000603KORU HOLY FAMILY MISSION HOSPITAL,KISUMU,FAITH BASED ORGANIZATION (FBO),LEVEL 4,-0.173053648767,34.839859182104,Kisumu,Success,
CN-82997,000885THE MATER HOSPITAL,NAIROBI,FAITH BASED ORGANIZATION (FBO),LEVEL 6B,-1.2857857,36.8200253,Nairobi,Success,
CN-83302,001828EASTERN DEANERY AIDS RELIEF PROGRAM - DONHOLM CLINIC,NAIROBI,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-1.2857857,36.8200253,Nairobi,Success,
CN-83476,021437ST.MARY\\'S HEALTH CENTRE-IKULUNGU,KIRINYAGA,FAITH BASED ORGANIZATION (FBO),LEVEL 3B,-0.525012949373,37.320744609382,Kirinyaga,Success,
CN-83532,000898RIOKINDO S.D.A DISPENSARY,KISII,FAITH BASED ORGANIZATION (FBO),LEVEL 3B,-0.775814232663,34.777005852014,Kisii,Success,
CN-83656,002887DIRIBA GOMBO MISSION CATHOLIC DISPENSARY,MARSABIT,FAITH BASED ORGANIZATION (FBO),LEVEL 2,2.980491275449,37.570848791063,Marsabit,Success,
CN-83938,003237ST.JOHN PAUL II AVI MATERCARE HOSPITAL,ISIOLO,FAITH BASED ORGANIZATION (FBO),LEVEL 3B,1.009414834849,38.539540438792,Isiolo,Success,
CN-84460,002721LENGO MEDICAL CLINIC,NAIROBI,FAITH BASED ORGANIZATION (FBO),LEVEL 3B,-1.2861836,36.8447974,Clinic,Success,
CN-84489,003548ST. MARY\\'S RINGA HEALTH CENTRE,HOMA BAY,FAITH BASED ORGANIZATION (FBO),LEVEL 3A,-0.545235884388,34.356395993113,Homa Bay,Success,
CN-84578,005967ST MARYS HEALTH CARE,KILIFI,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-3.176503150822,39.68804728776,Kilifi,Success,
CN-85068,020666ALMUZAINI ISLAMIC HOSPITAL KENYA LIMITED,WAJIR,FAITH BASED ORGANIZATION (FBO),LEVEL 3B,1.75504011033,40.017147679353,Wajir,Success,
CN-85340,001099WEMA CATHOLIC HEALTH CENTRE,TANA RIVER,FAITH BASED ORGANIZATION (FBO),LEVEL 3A,-2.2794349,40.1004348,Health Centre,Success,
CN-85468,014707PCEA GANGARA DISPENSARY,MERU,FAITH BASED ORGANIZATION (FBO),LEVEL 2,0.166838927273,37.764590845633,Meru,Success,
CN-86543,001154NYAGICHENCHE S.D.A DISPENSARY,KISII,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-0.775814232663,34.777005852014,Kisii,Success,
CN-86697,004251AIC LODENGO HEALTH CENTRE,BARINGO,FAITH BASED ORGANIZATION (FBO),LEVEL 3B,0.4722778,35.9861309,Health Centre,Success,
CN-86751,003032MUGOIRI CATHOLIC DISPENSARY,MURANGA,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-0.7180943,37.1589456,"Muranga, Murang'a",Success,
CN-86958,018965DELIVERANCE CHURCH KASARANI MEDICAL CLINIC,NAIROBI,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-1.2857857,36.8200253,Nairobi,Success,
CN-87035,007909GATANGA CATHOLIC DISPENSARY,MURANGA,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-0.7180943,37.1589456,"Muranga, Murang'a",Success,
CN-87377,000540ST. MARTHAS CHIMOI HEALTH CENTRE,KAKAMEGA,FAITH BASED ORGANIZATION (FBO),LEVEL 3A,0.28422,34.75229,Kakamega,Success,
CN-87389,001195HOLY FAMILY HOSPITAL NANGINA,BUSIA,FAITH BASED ORGANIZATION (FBO),LEVEL 4,0.2773685,34.104144,"Nangina, Funyula, Busia",Success,
CN-87433,017940LITTLE FLOWER DISPENSARY,MACHAKOS,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-1.279605613208,37.413530961083,Machakos,Success,
CN-87805,000610NAROMORU CATHOLIC DISPENSARY,NYERI,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-0.4211516,36.9494066,Nyeri,Success,
CN-87983,000894NAZARETH HOSPITAL,KIAMBU,FAITH BASED ORGANIZATION (FBO),LEVEL 5,-1.1672396,36.8255013,Kiambu,Success,
CN-88203,002317RUARAKA UHAI NEEMA HOSPITAL,NAIROBI,FAITH BASED ORGANIZATION (FBO),LEVEL 4,-1.2857857,36.8200253,Nairobi,Success,
CN-88275,001159BUTULA MISSION HEALTH CENTRE,BUSIA,FAITH BASED ORGANIZATION (FBO),LEVEL 3B,0.38569164205,34.193072581938,Busia,Success,
CN-88521,000218KIMININI COTTAGE MISSION HOSPITAL,TRANS-NZOIA,FAITH BASED ORGANIZATION (FBO),LEVEL 4,1.050719398347,34.957014580558,Trans Nzoia,Success,
CN-88675,015931RUCHU CATHOLIC DISPENSARY,MURANGA,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-0.7180943,37.1589456,"Muranga, Murang'a",Success,
CN-88740,000436TABAKA MISSION HOSPITAL,KISII,FAITH BASED ORGANIZATION (FBO),LEVEL 4,-0.775814232663,34.777005852014,Kisii,Success,
CN-88855,004112KICHAKA SIMBA DISPENSARY,KWALE,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-4.148612987152,39.155718067611,Kwale,Success,
CN-89040,000454ST. THERESA TIMAU CATHOLIC DISPENSARY,MERU,FAITH BASED ORGANIZATION (FBO),LEVEL 2,0.166838927273,37.764590845633,Meru,Success,
CN-89255,020442SALAWA CATHOLIC MISSION HEALTH CENTRE,BARINGO,FAITH BASED ORGANIZATION (FBO),LEVEL 3A,0.671904478344,35.940931127722,Baringo,Success,
CN-89627,001160ST JOSEPH\\'S AMUKURA MISSION HEALTH CENTER,BUSIA,FAITH BASED ORGANIZATION (FBO),LEVEL 3B,0.38569164205,34.193072581938,Busia,Success,
CN-89958,018369AIC LITEIN HOSPITAL-KERICHO ANNEX,KERICHO,FAITH BASED ORGANIZATION (FBO),LEVEL 3A,-0.5828383,35.1908492,"Litein, Kericho",Success,
CN-90036,007309INGOTSE MISSION HEALTH CENTRE,KAKAMEGA,FAITH BASED ORGANIZATION (FBO),LEVEL 3A,0.28422,34.75229,Kakamega,Success,
CN-90218,018818INTEGRATED VISION CENTRE MILIMANI MISSION HOSPITAL,UASIN GISHU,FAITH BASED ORGANIZATION (FBO),LEVEL 3B,0.521314476021,35.31977624114,Uasin Gishu,Success,
CN-90387,000496SAYYIDA FATIMAH HOSPITAL KISAUNI,MOMBASA,FAITH BASED ORGANIZATION (FBO),LEVEL 4,-4.0126542,39.6904685,"Kisauni, Mombasa",Success,
CN-90425,015763ST. NICOLA D\\'O NOFRIO HEALTH CARE,KILIFI,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-3.176503150822,39.68804728776,Kilifi,Success,
CN-90610,001150HONGWE CATHOLIC DISPENSARY,LAMU,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-2.04751898275,40.788910863388,Lamu,Success,
CN-90803,001833EASTERN DEANERY AIDS RELIEF PROGRAM MATHARE,NAIROBI,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-1.248985466667,36.877366766667,"Mathare, Nairobi",Success,
CN-91137,016484KEVOTE CATHOLIC DISPENSARY,EMBU,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-0.5379964,37.4543311,Embu,Success,
CN-91369,003041OASIS MEDICAL CENTRE,KILIFI,FAITH BASED ORGANIZATION (FBO),LEVEL 4,-3.9159737,39.5828209,Medical Centre,Success,
CN-91728,007613ST JOSEPH CATHOLIC DISPENSARY,TAITA-TAVETA,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-3.436547605259,38.417882139111,Taita Taveta,Success,
CN-92577,005548KOPANGA METHODIST DISPENSARY,MIGORI,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-0.989136495207,34.364493855317,Migori,Success,
CN-92646,017834MOTHER ANGELA HURUMA HOSPITAL,LAIKIPIA,FAITH BASED ORGANIZATION (FBO),LEVEL 4,0.321036458859,36.76507926291,Laikipia,Success,
CN-92916,001825EASTERN DEANERY AIDS RELIEF PROGRAM - BABADOGO CLINIC,NAIROBI,FAITH BASED ORGANIZATION (FBO),LEVEL 3B,-1.2857857,36.8200253,Nairobi,Success,
CN-93306,016532NYABIKAYE SDA MEDICAL CENTRE,MIGORI,FAITH BASED ORGANIZATION (FBO),LEVEL 3A,-0.989136495207,34.364493855317,Migori,Success,
CN-93731,002266ST. MONICA EREGI MISSION HEALTH CENTRE - KAKAMEGA DIOCESE,KAKAMEGA,FAITH BASED ORGANIZATION (FBO),LEVEL 3B,0.28422,34.75229,Kakamega,Success,
CN-93871,006375AIPCA NAKURU WEST MEDICAL CLINIC,NAKURU,FAITH BASED ORGANIZATION (FBO),LEVEL 3A,-0.2806559,36.0794189,Nakuru,Success,
CN-94081,001631ST. ANGELA MERICI HEALTH CENTRE,KIAMBU,FAITH BASED ORGANIZATION (FBO),LEVEL 3A,-1.1672396,36.8255013,Kiambu,Success,
CN-94167,003111ISIOLO CATHOLIC DISPENSARY,ISIOLO,FAITH BASED ORGANIZATION (FBO),LEVEL 2,1.009414834849,38.539540438792,Isiolo,Success,
CN-94447,006761ST. DAMIANO MISSION HOSPITAL,BUNGOMA,FAITH BASED ORGANIZATION (FBO),LEVEL 4,0.5508779,34.5578435,St Damiano Mission Hospital,Success,
CN-94449,002879LAISAMIS CATHOLIC HOSPITAL,MARSABIT,FAITH BASED ORGANIZATION (FBO),LEVEL 3B,2.980491275449,37.570848791063,Marsabit,Success,
CN-94520,004015AIC CURE INTERNATIONAL HOSPITAL,KIAMBU,FAITH BASED ORGANIZATION (FBO),LEVEL 5,-1.1672396,36.8255013,Kiambu,Success,
CN-95374,001960CHESONGOCH MISSION HOSPITAL,ELGEYO-MARAKWET,FAITH BASED ORGANIZATION (FBO),LEVEL 4,0.799371947909,35.536865408174,Elgeyo-Marakwet,Success,
CN-95399,000850GELTRUDE HEALTH CENTRE,EMBU,FAITH BASED ORGANIZATION (FBO),LEVEL 3B,-0.4254473,37.641347,Health Centre,Success,
CN-95725,021131OUR LADY OF MERCY MISSION HOSPITAL -ANNEX,NAKURU,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-0.2806559,36.0794189,Nakuru,Success,
CN-95742,000067FRIENDS CHURCH SABATIA EYE HOSPITAL,VIHIGA,FAITH BASED ORGANIZATION (FBO),LEVEL 5,0.1133601,34.8089687,"Sabatia, Vihiga",Success,
CN-96035,001169CONSOLATA HOSPITAL NKUBU,MERU,FAITH BASED ORGANIZATION (FBO),LEVEL 5,-0.068116,37.6652777,"Nkubu, Meru",Success,
CN-96323,017966CARMEL DISPENSARY KIMWANGA,BUNGOMA,FAITH BASED ORGANIZATION (FBO),LEVEL 2,0.5965091,34.4419029,"Kimwanga, Bungoma",Success,
CN-96592,016967CONSOLATA HOSPITAL NANYUKI,LAIKIPIA,FAITH BASED ORGANIZATION (FBO),LEVEL 4,0.0153453,37.0786887,"Nanyuki, Laikipia",Success,
CN-96654,019840ST.MONICA DISPENSARY MWENGENYE,NAIROBI,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-1.2857857,36.8200253,Nairobi,Success,
CN-97000,001497ST. ELIZABETH HEALTH CENTRE- NAROK,NAROK,FAITH BASED ORGANIZATION (FBO),LEVEL 3A,-1.0879708,35.8731016,Narok,Success,
CN-97198,002515ACK KHASOKO HEALTH CENTRE,BUNGOMA,FAITH BASED ORGANIZATION (FBO),LEVEL 3A,0.734403,34.5775074,Health Centre,Success,
CN-97274,001705COPTIC HEALTH CENTRE,NAIROBI,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-1.2657918,36.7991336,Health Centre,Success,
CN-97733,003042ST RAPHAELS ARCHANGEL HEALTH CENTRE EMMAUS,TANA RIVER,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-1.525833141625,39.418023580214,Tana River,Success,
CN-97754,001568ASSUMPTION SISTERS OF NAIROBI UPENDO VILLAGE DISPENSARY,NAKURU,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-0.2806559,36.0794189,Nakuru,Success,
CN-98048,001094SAGANA CATHOLIC DISPENSARY,KIRINYAGA,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-0.525012949373,37.320744609382,Kirinyaga,Success,
CN-98163,002548KIRIAINI MISSION HOSPITAL,MURANGA,FAITH BASED ORGANIZATION (FBO),LEVEL 4,-0.7180943,37.1589456,"Muranga, Murang'a",Success,
CN-98456,000858SISTO MAZZOLDI HOSPITAL,NAKURU,FAITH BASED ORGANIZATION (FBO),LEVEL 4,-0.2806559,36.0794189,Nakuru,Success,
CN-98473,006952ST FRANCIS CATHOLIC DISPENSARY KAWANGWARE GATINA,NAIROBI,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-1.2857857,36.8200253,Nairobi,Success,
CN-98508,000072MAUA METHODIST HOSPITAL,MERU,FAITH BASED ORGANIZATION (FBO),LEVEL 5,0.166838927273,37.764590845633,Meru,Success,
CN-98655,004317CHURCH ARMY MEDICAL CENTRE,NAIROBI,FAITH BASED ORGANIZATION (FBO),LEVEL 3B,-1.31244,36.79729,Medical Centre,Success,
CN-98986,000791CONSOLATA HOSPITAL KYENI,EMBU,FAITH BASED ORGANIZATION (FBO),LEVEL 5,-0.4134442,37.585882,"Kyeni, Embu",Success,
CN-99151,001296HOLY TRINITY HEALTH CENTRE LONGONOT,NAKURU,FAITH BASED ORGANIZATION (FBO),LEVEL 3B,-0.8833959,36.4958137,"Longonot, Nakuru",Success,
CN-99175,002034KEYIAN SDA MEDICAL CENTRE,NAROK,FAITH BASED ORGANIZATION (FBO),LEVEL 2,-1.257270424837,35.575800972424,Narok,Success,
CN-99232,000798MERCY MISSION HOSPITAL,BARINGO,FAITH BASED ORGANIZATION (FBO),LEVEL 4,0.671904478344,35.940931127722,Baringo,Success,
CN-99381,000221KACHELIBA MISSION HEALTH CENTRE,WEST POKOT,FAITH BASED ORGANIZATION (FBO),LEVEL 3B,1.730227858033,35.246700118527,West Pokot,Success,
CN-99495,000763MT. KENYA ACK HOSPITAL,KIRINYAGA,FAITH BASED ORGANIZATION (FBO),LEVEL 4,-0.525012949373,37.320744609382,Kirinyaga,Success,
CN-99856,016316ST.FRANCIS MOTO HOPE MEDICAL CENTRE,NAKURU,FAITH BASED ORGANIZATION (FBO),LEVEL 3B,-0.2806559,36.0794189,Nakuru,Success,
